token,date,galaxy_score,sentiment,alt_rank,social_dominance,price_close
AAVE,2024-06-27,53.958333333333336,92.54166666666667,537,0.20452916666666665,93.89
AAVE,2024-06-28,54.5,90.33333333333333,71,0.16293333333333335,93.66
AAVE,2024-06-29,54.666666666666664,93.5,12,0.22434583333333333,96.33
AAVE,2024-06-30,57.791666666666664,94.125,267,0.22698749999999993,97.013644
AAVE,2024-07-01,53.666666666666664,94,99,0.20605416666666665,98.280516
AAVE,2024-07-02,58.291666666666664,88.91666666666667,822,0.2036666666666667,91.440996
AAVE,2024-07-03,59.458333333333336,83.95833333333333,495,0.21484166666666674,84.293958
AAVE,2024-07-04,56.708333333333336,86.5,146,0.1829791666666666,79.73
AAVE,2024-07-05,54.541666666666664,83.66666666666667,93,0.17825000000000002,79.783953
AAVE,2024-07-06,47.416666666666664,84.79166666666667,372,0.1660583333333333,83.143521
AAVE,2024-07-07,59.333333333333336,89,205,0.17806666666666668,78.166167
AAVE,2024-07-08,57.5,89.5,154,0.17651666666666666,81.950745
AAVE,2024-07-09,59.416666666666664,88.04166666666667,81,0.16228749999999997,85.161374
AAVE,2024-07-10,66.79166666666667,89.83333333333333,5,0.202025,90.900533
AAVE,2024-07-11,74.95833333333333,93.29166666666667,23,0.24285000000000004,92.79
AAVE,2024-07-12,61.25,92.41666666666667,41,0.28555416666666666,97.52
AAVE,2024-07-13,63.833333333333336,92.58333333333333,144,0.25427916666666667,99.39
AAVE,2024-07-14,58.5,89.5,32,0.24892500000000006,104.57
AAVE,2024-07-15,65.95833333333333,91.04166666666667,731,0.26190833333333335,104.18
AAVE,2024-07-16,57.208333333333336,91.16666666666667,410,0.22711666666666672,100.56
AAVE,2024-07-17,58.5,90.625,867,0.2014541666666667,98.13
AAVE,2024-07-18,62.208333333333336,89.41666666666667,236,0.17594583333333333,98.4
AAVE,2024-07-19,58.625,91.04166666666667,420,0.14598333333333338,100.6
AAVE,2024-07-20,60.208333333333336,88.54166666666667,767,0.14119583333333333,98.88
AAVE,2024-07-21,59.416666666666664,86.125,617,0.13237916666666666,98.39
AAVE,2024-07-22,66.08333333333333,85.04166666666667,501,0.14337916666666664,94.25
AAVE,2024-07-23,61.041666666666664,86.95833333333333,128,0.12131666666666667,94.45
AAVE,2024-07-24,62.083333333333336,89.625,628,0.12403749999999998,89.93
AAVE,2024-07-25,62.208333333333336,83.875,15,0.14203333333333332,92.58
AAVE,2024-07-26,73.16666666666667,82.95833333333333,86,0.2517041666666667,97.8
AAVE,2024-07-27,64.75,74.75,11,0.2786125,101.75
AAVE,2024-07-28,59.458333333333336,72.5,390,0.2868333333333334,98.68
AAVE,2024-07-29,64.29166666666667,74.33333333333333,6,0.25757500000000005,104.97
AAVE,2024-07-30,69.04166666666667,74.08333333333333,36,0.2673791666666666,104.94
AAVE,2024-07-31,63.791666666666664,78.08333333333333,3,0.27278750000000007,107.07
AAVE,2024-08-01,64.70833333333333,79.625,2,0.2854499999999999,116
AAVE,2024-08-02,64.79166666666667,82.95833333333333,40,0.3386166666666666,110.29
AAVE,2024-08-03,58.708333333333336,86.375,113,0.2813333333333333,106.81
AAVE,2024-08-04,58.666666666666664,84.83333333333333,607,0.2587666666666667,98.18
AAVE,2024-08-05,56.208333333333336,75.08333333333333,8,0.2531625,96.62
AAVE,2024-08-06,65.375,80.04166666666667,65,0.3011916666666667,103.49
AAVE,2024-08-07,67.41666666666667,79.29166666666667,472,0.3102458333333333,99.08
AAVE,2024-08-08,58,85.33333333333333,590,0.24475000000000002,101.64
AAVE,2024-08-09,56.166666666666664,87.04166666666667,345,0.22608750000000002,96.44
AAVE,2024-08-10,54.083333333333336,85.29166666666667,887,0.19563333333333335,93.21
AAVE,2024-08-11,57,74.375,116,0.24028749999999996,91.3
AAVE,2024-08-12,68.29166666666667,64.20833333333333,143,0.3072291666666667,95.82
AAVE,2024-08-13,64.125,65.58333333333333,73,0.28584583333333335,97.54
AAVE,2024-08-14,64.41666666666667,74.91666666666667,3,0.2884625,106.35
AAVE,2024-08-15,65.875,80.45833333333333,24,0.40514166666666673,108.33
AAVE,2024-08-16,65.25,86.875,10,0.3862291666666667,112.17
AAVE,2024-08-17,63.125,87.25,741,0.39162083333333336,111.01
AAVE,2024-08-18,64.125,87.04166666666667,453,0.33965416666666676,111.38
AAVE,2024-08-19,64.54166666666667,87.41666666666667,15,0.3651458333333333,118.45
AAVE,2024-08-20,73.625,88.04166666666667,7,0.5044083333333332,131.06
AAVE,2024-08-21,76.625,86.45833333333333,429,0.6455958333333333,140.85
AAVE,2024-08-22,64.54166666666667,87.54166666666667,533,0.6587666666666666,135.65
AAVE,2024-08-23,62.625,87.29166666666667,136,0.5646125000000001,143.73
AAVE,2024-08-24,65.625,87.20833333333333,521,0.5294624999999998,137.12
AAVE,2024-08-25,66.66666666666667,85.66666666666667,458,0.5251041666666666,137.29
AAVE,2024-08-26,67.95833333333333,85.125,714,0.47430833333333333,128.78
AAVE,2024-08-27,65.125,87.79166666666667,205,0.38953333333333323,119.87
AAVE,2024-08-28,66,87.625,245,0.3582125,124.49
AAVE,2024-08-29,67.79166666666667,87.41666666666667,428,0.3495,122.71
AAVE,2024-08-30,65.20833333333333,86.375,473,0.2688041666666667,131.37
AAVE,2024-08-31,70.75,88.125,966,0.3075125,129.74
AAVE,2024-09-01,67.66666666666667,84.95833333333333,1207,0.29968750000000005,120.67
AAVE,2024-09-02,65.70833333333333,84.20833333333333,523,0.2763666666666666,134.89
AAVE,2024-09-03,76.58333333333333,85.29166666666667,786,0.33587916666666673,119.68
AAVE,2024-09-04,74.70833333333333,83.45833333333333,421,0.41992499999999994,136.43
AAVE,2024-09-05,70.91666666666667,81.875,656,0.4513958333333334,128.86
AAVE,2024-09-06,64.91666666666667,83.66666666666667,1043,0.41016666666666657,125.43
AAVE,2024-09-07,58.791666666666664,86.04166666666667,1223,0.36281250000000004,125.18
AAVE,2024-09-08,63.708333333333336,86.20833333333333,557,0.3375083333333333,125.78
AAVE,2024-09-09,75.95833333333333,86.375,683,0.3534916666666667,140.58
AAVE,2024-09-10,76.125,84.16666666666667,240,0.385125,150.75
AAVE,2024-09-11,77.20833333333333,83.83333333333333,428,0.4700083333333333,149.71
AAVE,2024-09-12,64.625,83.83333333333333,206,0.4333750000000001,145.53
AAVE,2024-09-13,65.54166666666667,84.41666666666667,1148,0.3995625,144.15
AAVE,2024-09-14,63.291666666666664,86.75,21,0.38413333333333327,140.47
AAVE,2024-09-15,65.66666666666667,86.91666666666667,523,0.3924833333333333,143.74
AAVE,2024-09-16,73.79166666666667,85.91666666666667,421,0.37754166666666666,140.85
AAVE,2024-09-17,67.41666666666667,86.54166666666667,626,0.3367708333333333,140.33
AAVE,2024-09-18,64.83333333333333,87.29166666666667,1168,0.30624999999999997,140.15
AAVE,2024-09-19,64.16666666666667,87.04166666666667,492,0.27301249999999994,150.12
AAVE,2024-09-20,60.375,86.79166666666667,387,0.2502333333333334,153.03
AAVE,2024-09-21,65.54166666666667,88.875,1131,0.2306625,154.11
AAVE,2024-09-22,73.54166666666667,85.83333333333333,574,0.2591833333333333,161.59
AAVE,2024-09-23,77.70833333333333,84.95833333333333,202,0.32092499999999996,172.42
AAVE,2024-09-24,67.79166666666667,85.66666666666667,1059,0.3105708333333333,166.46
AAVE,2024-09-25,63.083333333333336,88.54166666666667,410,0.2909291666666667,164.66
AAVE,2024-09-26,66.25,87.54166666666667,1096,0.2538916666666667,165.24
AAVE,2024-09-27,68.95833333333333,89,369,0.2425375,171.26
AAVE,2024-09-28,66.875,86.83333333333333,223,0.23874166666666666,164.17
AAVE,2024-09-29,66.66666666666667,87.125,155,0.21405416666666666,161.46
AAVE,2024-09-30,69.29166666666667,87.08333333333333,565,0.20420000000000002,155.63
AAVE,2024-10-01,67.54166666666667,88.375,462,0.23152916666666667,145.72
AAVE,2024-10-02,68.875,87.375,196,0.22046249999999998,139.29
AAVE,2024-10-03,70.75,87.83333333333333,234,0.24452916666666666,142.74
AAVE,2024-10-04,68.58333333333333,88.70833333333333,315,0.27309999999999995,151.34
AAVE,2024-10-05,64.41666666666667,86.95833333333333,145,0.2568791666666667,148.76
AAVE,2024-10-06,58.916666666666664,88.25,1189,0.23904583333333332,149.99
AAVE,2024-10-07,64.70833333333333,87.375,357,0.22371249999999995,146.64
AAVE,2024-10-08,70.83333333333333,87.75,338,0.2101125,143.17
AAVE,2024-10-09,67.04166666666667,85.08333333333333,559,0.175825,139.85
AAVE,2024-10-10,68.375,86.25,970,0.19717916666666668,140.26
AAVE,2024-10-11,70.33333333333333,87.25,222,0.17218333333333327,144.38
AAVE,2024-10-12,59.791666666666664,89.125,63,0.1724416666666667,154.71
AAVE,2024-10-13,75.20833333333333,88.75,290,0.2043125,154.02
AAVE,2024-10-14,72.58333333333333,88.16666666666667,149,0.22951666666666673,162.61
AAVE,2024-10-15,65.95833333333333,85.625,564,0.19991249999999997,156.84
AAVE,2024-10-16,61.291666666666664,82.70833333333333,260,0.20272083333333335,156.04
AAVE,2024-10-17,64.95833333333333,85.625,340,0.20522083333333332,152.86
AAVE,2024-10-18,66.625,87.625,220,0.14695416666666666,158.9
AAVE,2024-10-19,71.79166666666667,88.20833333333333,438,0.13637916666666666,158.07
AAVE,2024-10-20,70.375,90.41666666666667,515,0.1345625,158.68
AAVE,2024-10-21,69.20833333333333,88,459,0.13501249999999995,153.21
AAVE,2024-10-22,68.04166666666667,88.41666666666667,187,0.13355,152.97
AAVE,2024-10-23,73.5,86.79166666666667,367,0.12784583333333333,149.53
AAVE,2024-10-24,63.791666666666664,85.45833333333333,697,0.12582083333333333,147.21
AAVE,2024-10-25,67.45833333333333,88.58333333333333,443,0.13263333333333333,137.3
AAVE,2024-10-26,69.33333333333333,90.125,155,0.12928333333333333,142.62
AAVE,2024-10-27,59.041666666666664,89.875,4,0.13280416666666664,147.57
AAVE,2024-10-28,66,86,138,0.1774125,151.9
AAVE,2024-10-29,71.70833333333333,86.16666666666667,782,0.21334583333333335,151.48
AAVE,2024-10-30,65.375,86.875,29,0.18400416666666666,156.23
AAVE,2024-10-31,66.29166666666667,86.41666666666667,720,0.1877291666666667,143.34
AAVE,2024-11-01,66.58333333333333,83.66666666666667,257,0.2067875,141.43
AAVE,2024-11-02,58.375,86.70833333333333,455,0.19038749999999996,138.22
AAVE,2024-11-03,60.666666666666664,87.54166666666667,1981,0.18170833333333333,132.92
AAVE,2024-11-04,73.04166666666667,85.5,2065,0.18290833333333334,128.32
AAVE,2024-11-05,69.16666666666667,85.70833333333333,70,0.1789583333333333,135.47
AAVE,2024-11-06,77.79166666666667,79.79166666666667,6,0.31010833333333326,173.4
AAVE,2024-11-07,82.875,86.91666666666667,44,0.47129583333333347,183.39
AAVE,2024-11-08,72.91666666666667,88.66666666666667,397,0.3495916666666667,181.75
AAVE,2024-11-09,63.125,87.375,5,0.3442541666666667,196.81
AAVE,2024-11-10,68.91666666666667,89.04166666666667,919,0.2956958333333333,190.37
AAVE,2024-11-11,69.41666666666667,87.54166666666667,384,0.23053333333333334,194.58
AAVE,2024-11-12,65.79166666666667,87.5,589,0.17998749999999997,180.5
AAVE,2024-11-13,66.375,89.5,337,0.164375,173.54
AAVE,2024-11-14,67.79166666666667,88.75,1892,0.15069166666666667,157.8
AAVE,2024-11-15,72.25,84.91666666666667,106,0.15946250000000003,164.42
AAVE,2024-11-16,74.75,81.375,265,0.15192083333333337,168.09
AAVE,2024-11-17,61.166666666666664,86.66666666666667,538,0.14000833333333332,161.68
AAVE,2024-11-18,61.458333333333336,87.20833333333333,91,0.1226166666666667,170.78
AAVE,2024-11-19,73.66666666666667,83.70833333333333,749,0.11154583333333334,162.21
AAVE,2024-11-20,74.58333333333333,82.16666666666667,253,0.10777916666666666,157.42
AAVE,2024-11-21,62.958333333333336,80.83333333333333,231,0.11505833333333333,168.46
AAVE,2024-11-22,64.25,78.91666666666667,513,0.11149999999999999,172.49
AAVE,2024-11-23,60,84.08333333333333,78,0.14678333333333332,173.83
AAVE,2024-11-24,59.833333333333336,82.875,709,0.13896666666666666,170.99
AAVE,2024-11-25,62.833333333333336,83.20833333333333,19,0.14096249999999996,181.09
AAVE,2024-11-26,69.45833333333333,84.41666666666667,318,0.15060416666666668,181.28
AAVE,2024-11-27,69.125,87.91666666666667,96,0.1613541666666667,208.02
AAVE,2024-11-28,71.79166666666667,85.5,584,0.16308750000000002,200.33
AAVE,2024-11-29,61.166666666666664,85.25,891,0.1510041666666667,199.28
AAVE,2024-11-30,68.91666666666667,87.04166666666667,126,0.1469375,211.58
AAVE,2024-12-01,65.29166666666667,87.29166666666667,779,0.1411166666666667,209.23
AAVE,2024-12-02,75.54166666666667,87.91666666666667,30,0.19050416666666667,238.88
AAVE,2024-12-03,73.29166666666667,85.70833333333333,674,0.19788750000000008,241.07
AAVE,2024-12-04,63.458333333333336,83.66666666666667,9,0.19569583333333337,255.97
AAVE,2024-12-05,68.29166666666667,85.875,873,0.15548333333333333,248.59
AAVE,2024-12-06,69.625,83.16666666666667,20,0.15594999999999998,281.76
AAVE,2024-12-07,79.83333333333333,84.375,624,0.22244166666666665,282.4
AAVE,2024-12-08,68.54166666666667,85.29166666666667,330,0.21722499999999997,284.28
AAVE,2024-12-09,64.95833333333333,86.45833333333333,141,0.21461666666666668,259.14
AAVE,2024-12-10,67.04166666666667,85.29166666666667,17,0.248275,273.28
AAVE,2024-12-11,70.79166666666667,87.75,158,0.24399583333333333,301.17
AAVE,2024-12-12,81.875,86.29166666666667,2,0.3897833333333333,367.64
AAVE,2024-12-13,76,88.16666666666667,14,0.434475,375.6
AAVE,2024-12-14,62.958333333333336,87.58333333333333,247,0.40834583333333335,366
AAVE,2024-12-15,55.916666666666664,87.625,314,0.37190833333333334,372.24
AAVE,2024-12-16,74.375,86.45833333333333,31,0.3359083333333333,379.9
AAVE,2024-12-17,68.91666666666667,87.83333333333333,330,0.32393333333333335,361.47
AAVE,2024-12-18,65,87.66666666666667,93,0.2783625,340.71
AAVE,2024-12-19,70.04166666666667,87.41666666666667,329,0.25327083333333333,316.72
AAVE,2024-12-20,67.04166666666667,83.29166666666667,7,0.23746249999999994,329.21
AAVE,2024-12-21,67.04166666666667,82.04166666666667,903,0.22595833333333337,298.04
AAVE,2024-12-22,66.5,83.70833333333333,5,0.21017083333333333,316.81
AAVE,2024-12-23,72.375,86.58333333333333,5,0.28558333333333336,383.49
AAVE,2024-12-24,82.5,87.58333333333333,1107,0.36384583333333337,376.21
AAVE,2024-12-25,68.16666666666667,87.875,541,0.32582500000000003,368.66
AAVE,2024-12-26,65.29166666666667,87.41666666666667,580,0.28819583333333326,337.46
AAVE,2024-12-27,68.08333333333333,86.66666666666667,941,0.246225,323.64
AAVE,2024-12-28,76.875,85.625,13,0.22701250000000003,353.3
AAVE,2024-12-29,78.83333333333333,89.08333333333333,841,0.2542291666666667,331.87
AAVE,2024-12-30,71.125,90.75,638,0.23188750000000002,321.17
AAVE,2024-12-31,68.20833333333333,86.95833333333333,724,0.21919583333333334,308.79
AAVE,2025-01-01,67.58333333333333,88,139,0.2265541666666667,318.9
AAVE,2025-01-02,69.91666666666667,86.95833333333333,367,0.2305708333333333,332.98
AAVE,2025-01-03,74.5,89.875,40,0.24216666666666672,349.98
AAVE,2025-01-04,72.83333333333333,90.45833333333333,93,0.23657916666666665,351.56506
AAVE,2025-01-05,68,90.25,649,0.22271666666666667,342.24
AAVE,2025-01-06,74.54166666666667,88.45833333333333,689,0.19599583333333334,340.92322
AAVE,2025-01-07,71.95833333333333,86.95833333333333,434,0.20655833333333332,307.23
AAVE,2025-01-08,66.875,85.33333333333333,413,0.17413333333333333,293.66
AAVE,2025-01-09,70.625,86.125,1520,0.17124583333333335,281.64
AAVE,2025-01-10,71.25,88.5,316,0.16026249999999997,286.24382
AAVE,2025-01-11,70.5,88.91666666666667,91,0.15134166666666668,288.54
AAVE,2025-01-12,64.66666666666667,88.45833333333333,147,0.1563541666666667,288.36517
AAVE,2025-01-13,69.29166666666667,86.04166666666667,197,0.16567916666666668,290.37
AAVE,2025-01-14,76.625,86.83333333333333,434,0.17442499999999997,296.99
AAVE,2025-01-15,65.375,85,124,0.16233333333333336,319.67
AAVE,2025-01-16,66.04166666666667,88.375,609,0.15340833333333334,310.36
AAVE,2025-01-17,71.875,89,43,0.16828333333333334,335.5781
AAVE,2025-01-18,78.54166666666667,86.75,283,0.17242916666666666,316.75
AAVE,2025-01-19,71.29166666666667,86.29166666666667,82,0.18124166666666666,307.88
AAVE,2025-01-20,78.25,83.54166666666667,22,0.26237499999999997,343.71
AAVE,2025-01-21,70,88.41666666666667,86,0.3742375,370.36
AAVE,2025-01-22,60.166666666666664,87.91666666666667,1022,0.3099083333333334,347.6
AAVE,2025-01-23,63.916666666666664,88.91666666666667,1802,0.2569875,338.86
AAVE,2025-01-24,70.04166666666667,87.5,366,0.24011666666666667,334.94013
AAVE,2025-01-25,70.5,87.58333333333333,894,0.2430458333333333,327.59
AAVE,2025-01-26,71.875,88.04166666666667,467,0.25630000000000003,317.4
AAVE,2025-01-27,64.25,88.66666666666667,418,0.22416250000000001,302.61
AAVE,2025-01-28,68.875,86.04166666666667,1030,0.2753958333333334,283.88
AAVE,2025-01-29,67.29166666666667,87.54166666666667,384,0.23701666666666668,294.75
AAVE,2025-01-30,75.375,88.79166666666667,26,0.25593333333333335,317.59
AAVE,2025-01-31,79.5,85.95833333333333,10,0.27100833333333335,333.03
AAVE,2025-02-01,69.29166666666667,87.83333333333333,618,0.28153750000000005,296.82
AAVE,2025-02-02,68.41666666666667,88.20833333333333,510,0.27299999999999996,253.14
AAVE,2025-02-03,67.95833333333333,85.54166666666667,148,0.2862208333333333,277.88
AAVE,2025-02-04,65.45833333333333,87.58333333333333,135,0.27086250000000006,269.7
AAVE,2025-02-05,69.25,90.04166666666667,378,0.26247500000000007,257.19
AAVE,2025-02-06,68.58333333333333,89.58333333333333,658,0.23560000000000003,240.46
AAVE,2025-02-07,65.875,88.54166666666667,498,0.22342916666666665,237.85922
AAVE,2025-02-08,59.583333333333336,87.91666666666667,544,0.21249583333333336,240.54
AAVE,2025-02-09,63.875,86.25,17,0.20616249999999992,239.88
AAVE,2025-02-10,69.66666666666667,89.25,73,0.20309999999999997,250.91
AAVE,2025-02-11,70.5,89.54166666666667,794,0.1880791666666667,244.78
AAVE,2025-02-12,68.625,86.33333333333333,214,0.176125,252.75257
AAVE,2025-02-13,68.58333333333333,90.125,78,0.17417083333333336,256.47072
AAVE,2025-02-14,67.45833333333333,91.66666666666667,120,0.19498333333333331,262.72
AAVE,2025-02-15,62.333333333333336,90.95833333333333,762,0.172675,253.18051
AAVE,2025-02-16,66.375,90.625,183,0.16994583333333332,253.77298
AAVE,2025-02-17,70.41666666666667,90.66666666666667,48,0.17306666666666662,264
AAVE,2025-02-18,75.08333333333333,87.875,288,0.20447083333333335,249.21481
AAVE,2025-02-19,65.04166666666667,88.625,295,0.18547083333333328,253.1
AAVE,2025-02-20,70,92.83333333333333,71,0.1776333333333333,262.24
AAVE,2025-02-21,64.875,88.95833333333333,917,0.18276666666666672,242.41235
AAVE,2025-02-22,66.70833333333333,90.375,259,0.19621249999999998,248.23
AAVE,2025-02-23,70.20833333333333,90.70833333333333,427,0.17469166666666666,246.47
AAVE,2025-02-24,74.08333333333333,88.79166666666667,762,0.14979166666666666,210.51432
AAVE,2025-02-25,66.25,85.125,713,0.17714583333333334,205.01
AAVE,2025-02-26,64,85.875,469,0.18572500000000003,203.39
AAVE,2025-02-27,68.83333333333333,86.83333333333333,728,0.15643750000000003,203.20758
AAVE,2025-02-28,64.83333333333333,86.125,1147,0.1697333333333333,193.06
AAVE,2025-03-01,67.375,88.83333333333333,525,0.16687083333333333,194.85472
AAVE,2025-03-02,68.125,93.20833333333333,103,0.19319583333333334,223.32271
AAVE,2025-03-03,80.125,87,770,0.19530833333333333,180.73
AAVE,2025-03-04,72.04166666666667,87.5,2,0.21334166666666665,205.97
AAVE,2025-03-05,81.16666666666667,91.33333333333333,12,0.3850375000000001,222.83347
AAVE,2025-03-06,71.95833333333333,90.5,1231,0.3353666666666666,208.74936
AAVE,2025-03-07,63.666666666666664,90.41666666666667,760,0.25980833333333325,197.26
AAVE,2025-03-08,66.70833333333333,91,263,0.25401250000000003,195.77915
AAVE,2025-03-09,66.70833333333333,90.5,477,0.27574166666666666,178.15
AAVE,2025-03-10,69,92,5,0.295275,180.76219
AAVE,2025-03-11,59.75,90.54166666666667,642,0.2530208333333333,182.09
AAVE,2025-03-12,52.25,88.33333333333333,1039,0.21146250000000003,174.83408
AAVE,2025-03-13,50.416666666666664,86.41666666666667,473,0.183125,162.81708
AAVE,2025-03-14,60.833333333333336,81.95833333333333,24,0.22291666666666674,173.11327
AAVE,2025-03-15,63,85.95833333333333,998,0.23067916666666666,173.21051
AAVE,2025-03-16,52.375,81,744,0.22638750000000007,165.08
AAVE,2025-03-17,61.125,87.08333333333333,52,0.20948333333333335,174.98
AAVE,2025-03-18,48.041666666666664,89.375,636,0.19285833333333333,169.81516
AAVE,2025-03-19,61.208333333333336,84.70833333333333,69,0.17008750000000003,183.73582
AAVE,2025-03-20,60.083333333333336,87.16666666666667,639,0.17816666666666667,178.44059
AAVE,2025-03-21,55.875,88.45833333333333,82,0.16697499999999998,178.12458
AAVE,2025-03-22,59.625,83.08333333333333,623,0.18184166666666668,179.72571
AAVE,2025-03-23,57.583333333333336,87.75,66,0.2079958333333333,185.03
AAVE,2025-03-24,62.833333333333336,88.125,306,0.18515,189.78
AAVE,2025-03-25,59.041666666666664,81.625,768,0.16715416666666663,186.65191
AAVE,2025-03-26,52.833333333333336,84.25,702,0.15681250000000002,177.51328
AAVE,2025-03-27,57.958333333333336,84.04166666666667,32,0.17860833333333334,184.7032
AAVE,2025-03-28,45.833333333333336,87.04166666666667,146,0.22589583333333332,175.80004
AAVE,2025-03-29,51.333333333333336,89.79166666666667,319,0.245825,167.94961
AAVE,2025-03-30,47.666666666666664,85.25,822,0.2303083333333333,163.19962
AAVE,2025-03-31,46.208333333333336,81.70833333333333,564,0.2204208333333333,159.41814
AAVE,2025-04-01,67.08333333333333,87.16666666666667,63,0.2094,166.46
AAVE,2025-04-02,55.5,80,635,0.22861249999999997,150.42756
AAVE,2025-04-03,44.583333333333336,78.33333333333333,187,0.2144625,151.05502
AAVE,2025-04-04,51.833333333333336,84.25,261,0.21057083333333335,151.83481
AAVE,2025-04-05,57.166666666666664,85.83333333333333,61,0.20677500000000001,152.5966
AAVE,2025-04-06,44.083333333333336,83.29166666666667,794,0.2091208333333333,130.08
AAVE,2025-04-07,58.75,86.08333333333333,204,0.23090000000000002,132.15189
AAVE,2025-04-08,53.916666666666664,90.25,490,0.20296250000000002,125.09146
AAVE,2025-04-09,56.666666666666664,87.04166666666667,83,0.17558333333333334,142.99
AAVE,2025-04-10,57.5,86.41666666666667,765,0.18691666666666665,132.07
AAVE,2025-04-11,50.291666666666664,87.20833333333333,304,0.18487499999999998,136.44269
AAVE,2025-04-12,62.583333333333336,86.625,75,0.21640000000000004,148.14
AAVE,2025-04-13,52.666666666666664,85.41666666666667,556,0.21391666666666664,138.57
AAVE,2025-04-14,45.958333333333336,85.79166666666667,624,0.1977541666666667,137.34717
AAVE,2025-04-15,47,82.79166666666667,408,0.2203291666666666,134.05064
